timestamp,drone_id,x,y,z,controller,distance_to_path,data_age_seconds,hijack_detected,anomaly_type,max_path_deviation,telemetry_loss_duration,time_to_first_anomaly,hijack_duration
2026-02-03 10:49:19.431,2,-0.4264521896839142,-1.8749682903289795,0.009570365771651268,CTR-7F3A9C,0.9478261180878934,-0.018470287322998047,0,NONE,0.9478261180878934,0,0,0
2026-02-03 10:49:21.432,1,0.5114810466766357,-1.8844412565231323,0.3902978003025055,CTR-7F3A9C,0.6540126580405243,0.2693006992340088,0,NONE,0.6540126580405243,0,0,0
2026-02-03 10:49:21.500,2,-0.4218273162841797,-1.9025994539260864,0.3879437744617462,CTR-7F3A9C,0.9757359613423373,0.264493465423584,0,NONE,0.9757359613423373,0,0,0
2026-02-03 10:49:23.434,1,0.4961411654949188,-1.888908863067627,1.0756332874298096,CTR-7F3A9C,0.6559922532091683,0.4735846519470215,0,NONE,0.6559922532091683,0,0,0
2026-02-03 10:49:23.440,2,-0.4490184187889099,-1.8730205297470093,1.0897680521011353,CTR-7F3A9C,0.9443976075505025,0.46035003662109375,0,NONE,0.9757359613423373,0,0,0
2026-02-03 10:49:26.229,1,0.48088833689689636,-1.7702933549880981,1.0644398927688599,CTR-7F3A9C,0.5364270364089406,0.2596414089202881,0,NONE,0.6559922532091683,0,0,0
2026-02-03 10:49:26.232,2,-0.43735939264297485,-1.7081698179244995,1.0619783401489258,CTR-7F3A9C,0.7806869482825401,0.2488696575164795,0,NONE,0.9757359613423373,0,0,0
2026-02-03 10:49:28.762,1,0.410440593957901,-1.4100502729415894,1.046012043952942,CTR-7F3A9C,0.4713062345944427,0.31755638122558594,0,NONE,0.6559922532091683,0,0,0
2026-02-03 10:49:28.879,2,-0.4901370704174042,-1.1728602647781372,1.049728512763977,CTR-7F3A9C,0.6011076022953474,0.3005068302154541,0,NONE,0.9757359613423373,0,0,0
2026-02-03 10:49:32.016,1,0.39113497734069824,-1.254379153251648,1.0129125118255615,CTR-7F3A9C,0.4590902624412283,0.03225541114807129,0,NONE,0.6559922532091683,0,0,0
2026-02-03 10:49:32.019,2,-0.5146495699882507,-0.9236829876899719,1.0249991416931152,CTR-7F3A9C,0.5253884077119089,0.03790020942687988,0,NONE,0.9757359613423373,0,0,0
2026-02-03 10:49:34.079,1,0.40394076704978943,-1.2162278890609741,1.0133330821990967,CTR-7F3A9C,0.44669223471941794,0.3107626438140869,0,NONE,0.6559922532091683,0,0,0
2026-02-03 10:49:34.188,2,-0.4939713180065155,-0.9422618746757507,1.00150728225708,CTR-7F3A9C,0.5461663438276892,0.30176353454589844,0,NONE,0.9757359613423373,0,0,0
2026-02-03 10:49:36.599,1,0.5580437183380127,-1.2319101095199585,1.0047454833984375,CTR-7F3A9C,0.15825063422964267,0.3746962547302246,0,NONE,0.6559922532091683,0,0,0
2026-02-03 10:49:36.602,2,-0.5014597773551941,-0.935348629951477,1.0001991987228394,CTR-7F3A9C,0.5385667825336753,0.3201000690460205,0,NONE,0.9757359613423373,0,0,0
2026-02-03 10:49:39.183,1,0.8407265543937683,-1.2449162006378174,1.0070778131484985,CTR-7F3A9C,0.44075397306946024,0.027399063110351562,0,NONE,0.6559922532091683,0,0,0
2026-02-03 10:49:39.272,2,-0.5106936097145081,-0.9282103776931763,1.0044851303100586,CTR-7F3A9C,0.5293094156965835,0.010320901870727539,0,NONE,0.9757359613423373,0,0,0
2026-02-03 10:49:41.772,1,0.9160832762718201,-0.4915652871131897,1.006561517715454,CTR-7F3A9C,0.9091185112522008,0.21371746063232422,0,NONE,0.9091185112522008,0,0,0
2026-02-03 10:49:41.784,2,-0.4917181432247162,-0.9313342571258545,0.9961953163146973,CTR-7F3A9C,0.5482834802463328,0.1941230297088623,0,NONE,0.9757359613423373,0,0,0
2026-02-03 10:49:44.763,1,0.9933358430862427,0.0315997377038002,1.0001239776611328,CTR-7F3A9C,1.4032153489821995,0.5428297519683838,1,PATH_DEVIATION,1.4032153489821995,0,57.68984007835388,0.1819145679473877
2026-02-03 10:49:45.119,2,-1.0471733808517456,0.10586273670196533,0.9825907945632935,CTR-7F3A9C,1.0358875743441127,0.5515727996826172,1,PATH_DEVIATION,1.0358875743441127,0,58.00947308540344,0.21854591369628906
2026-02-03 10:49:48.408,1,0.9953394532203674,-0.01676766946911812,1.0012506246566772,CTR-7F3A9C,1.3604140542558132,0.1409440040588379,1,PATH_DEVIATION,1.4032153489821995,0,57.68984007835388,3.8271243572235107
2026-02-03 10:49:48.490,2,-1.1558973789215088,-0.5879294276237488,0.3173988461494446,CTR-7F3A9C,0.36117098295224653,0.14546847343444824,0,NONE,1.0358875743441127,0,58.00947308540344,0
2026-02-03 10:49:51.436,1,0.9888872504234314,0.0046899570152163506,0.9974392056465149,CTR-7F3A9C,1.3769681487985879,0.1716442108154297,1,PATH_DEVIATION,1.4032153489821995,0,57.68984007835388,6.855051040649414
