event_id,drone_id,timestamp,anomaly_type,experiment_time,distance_to_path,data_age,max_deviation,telemetry_loss,hijack_duration,success_criteria_met,event_type
0,1,2026-05-06 10:38:00,TELEMETRY_LOSS,79.39781284332275,0.009247239232063303,3.280151605606079,0.04239796078329275,3.280151605606079,0,1,DETECTION
1,1,2026-05-06 10:38:00,TELEMETRY_LOSS,79.39781284332275,0.009247239232063303,3.280151605606079,0.04239796078329275,3.280151605606079,0,1,START
2,2,2026-05-06 10:38:12,PATH_DEVIATION,91.43692326545715,0.9640352094173432,0.37904787063598633,0.9640352094173432,0,0,0,DETECTION
3,2,2026-05-06 10:38:12,PATH_DEVIATION,91.43692326545715,0.9640352094173432,0.37904787063598633,0.9640352094173432,0,0,0,START
4,2,2026-05-06 10:38:14,PATH_DEVIATION,93.64864158630371,1.0903212743904442,0.1941366195678711,1.0903212743904442,0,0,1,DETECTION
5,2,2026-05-06 10:38:16,PATH_DEVIATION,95.38690996170044,1.0148471036553384,0.03280186653137207,1.0903212743904442,0,2.2117183208465576,1,DETECTION
6,2,2026-05-06 10:38:18,PATH_DEVIATION,97.3505072593689,0.570635166168213,0.2652149200439453,1.0903212743904442,0,3.949986696243286,0,DETECTION
7,2,2026-05-06 10:38:45,PATH_DEVIATION,125.09838151931763,0.4201657438278199,0.3946070671081543,1.0903212743904442,0,5.913583993911743,0,DETECTION
8,2,2026-05-06 10:38:48,PATH_DEVIATION,127.36182141304016,1.8953358793258668,0.286022424697876,1.8953358793258668,0,33.661458253860474,1,DETECTION
9,2,2026-05-06 10:38:50,PATH_DEVIATION,129.39937162399292,2.881681170463562,0.47483015060424805,2.881681170463562,0,35.92489814758301,1,DETECTION
10,2,2026-05-06 10:38:51,PATH_DEVIATION,131.14075541496277,3.195199337005615,0.45936036109924316,3.195199337005615,0,37.96244835853577,1,DETECTION
11,2,2026-05-06 10:38:54,PATH_DEVIATION,133.30103707313538,3.1948969606323554,0.18998312950134277,3.195199337005615,0,39.703832149505615,1,DETECTION
12,2,2026-05-06 10:38:55,PATH_DEVIATION,135.10533690452576,3.1895728969573973,0.15317296981811523,3.195199337005615,0,41.86411380767822,1,DETECTION
13,2,2026-05-06 10:38:57,PATH_DEVIATION,136.87129259109497,3.1812082209561416,0.20977544784545898,3.195199337005615,0,43.6684136390686,1,DETECTION
14,2,2026-05-06 10:38:59,PATH_DEVIATION,138.96088576316833,3.181865539550781,1.1101694107055664,3.195199337005615,0,45.43436932563782,1,DETECTION
15,2,2026-05-06 10:39:01,PATH_DEVIATION,140.79586482048035,3.1831413173675536,0.4636423587799072,3.195199337005615,0,47.52396249771118,1,DETECTION
16,2,2026-05-06 10:39:03,PATH_DEVIATION,142.56434655189514,3.183412160873413,0.48773622512817383,3.195199337005615,0,49.35894155502319,1,DETECTION
17,2,2026-05-06 10:39:05,PATH_DEVIATION,144.44037461280823,3.1833268070220946,0.5610947608947754,3.195199337005615,0,51.12742328643799,1,DETECTION
18,2,2026-05-06 10:39:07,PATH_DEVIATION,146.7101035118103,3.1824715995788573,0.3621065616607666,3.195199337005615,0,53.003451347351074,1,DETECTION
