event_id,drone_id,timestamp,anomaly_type,experiment_time,distance_to_path,data_age,max_deviation,telemetry_loss,hijack_duration,success_criteria_met,event_type
0,1,2026-02-03 14:02:00,NONE,34.059730529785156,0.6857716376689342,0.3397336006164551,0.6857716376689342,0,0,0,DETECTION
1,2,2026-02-03 14:02:01,PATH_DEVIATION,34.28485822677612,1.022202690565332,0.34679532051086426,1.022202690565332,0,0,1,DETECTION
2,2,2026-02-03 14:02:01,PATH_DEVIATION,34.28485822677612,1.022202690565332,0.34679532051086426,1.022202690565332,0,0,1,START
3,1,2026-02-03 14:02:05,NONE,38.60359454154968,0.6827188392450417,0.09779548645019531,0.6857716376689342,0,0,0,DETECTION
4,2,2026-02-03 14:02:05,PATH_DEVIATION,38.68923211097717,1.006152623529117,0.08164668083190918,1.022202690565332,0,0,1,DETECTION
5,1,2026-02-03 14:02:05,NONE,39.14929723739624,0.6733860077818185,0.05051231384277344,0.6857716376689342,0,0,0,DETECTION
6,2,2026-02-03 14:02:06,NONE,39.2374062538147,0.9799879057498596,0.04368400573730469,1.022202690565332,0,4.40437388420105,0,DETECTION
7,2,2026-02-03 14:02:06,NONE,39.2374062538147,0.9799879057498596,0.04368400573730469,1.022202690565332,0,4.952548027038574,0,END
8,1,2026-02-03 14:02:08,NONE,42.15550088882446,0.48168867629214324,0.025180339813232422,0.6857716376689342,0,0,0,DETECTION
9,2,2026-02-03 14:02:08,NONE,42.159334659576416,0.37967874963268267,0.00914764404296875,1.022202690565332,0,4.952548027038574,0,DETECTION
10,1,2026-02-03 14:02:11,NONE,44.82196807861328,0.45502752044237293,0.3230137825012207,0.6857716376689342,0,0,0,DETECTION
11,2,2026-02-03 14:02:11,NONE,44.92026400566101,0.5401287614530236,0.31653451919555664,1.022202690565332,0,4.952548027038574,0,DETECTION
12,1,2026-02-03 14:02:13,NONE,47.00076103210449,0.4558337779282352,0.10137701034545898,0.6857716376689342,0,0,0,DETECTION
13,2,2026-02-03 14:02:13,NONE,47.007365465164185,0.5464387457436587,0.09617972373962402,1.022202690565332,0,4.952548027038574,0,DETECTION
14,1,2026-02-03 14:02:16,NONE,49.30716395378113,0.4116087002405904,0.009933233261108398,0.6857716376689342,0,0,0,DETECTION
15,2,2026-02-03 14:02:16,NONE,49.30986261367798,0.4847546757613732,0.004793882369995117,1.022202690565332,0,4.952548027038574,0,DETECTION
16,1,2026-02-03 14:02:18,NONE,51.46110463142395,0.3038071417729735,0.943138599395752,0.6857716376689342,0,0,0,DETECTION
17,2,2026-02-03 14:02:18,NONE,51.6872673034668,0.2499639042434518,0.3464629650115967,1.022202690565332,0,4.952548027038574,0,DETECTION
18,1,2026-02-03 14:02:20,TELEMETRY_LOSS,54.00264811515808,0.3038071417729735,3.4844045639038086,0.6857716376689342,3.4844045639038086,0,1,DETECTION
19,1,2026-02-03 14:02:20,TELEMETRY_LOSS,54.00264811515808,0.3038071417729735,3.4844045639038086,0.6857716376689342,3.4844045639038086,0,1,START
20,2,2026-02-03 14:02:21,NONE,54.2336220741272,0.522148087768923,0.49462294578552246,1.022202690565332,0,4.952548027038574,0,DETECTION
21,1,2026-02-03 14:02:23,TELEMETRY_LOSS,56.70816373825073,0.3038071417729735,6.190028190612793,0.6857716376689342,6.18992018699646,0,1,DETECTION
22,2,2026-02-03 14:02:23,NONE,56.714616775512695,0.541224327550301,0.18909978866577148,1.022202690565332,0,4.952548027038574,0,DETECTION
23,1,2026-02-03 14:02:25,TELEMETRY_LOSS,59.10031509399414,0.3038071417729735,8.581993103027344,0.6857716376689342,8.582071542739868,2.7055156230926514,1,DETECTION
24,2,2026-02-03 14:02:25,NONE,59.10977816581726,0.5352270814027831,0.19128632545471191,1.022202690565332,0,4.952548027038574,0,DETECTION
25,1,2026-02-03 14:02:27,TELEMETRY_LOSS,61.12489628791809,0.3038071417729735,10.607156991958618,0.6857716376689342,10.606652736663818,5.09766697883606,1,DETECTION
26,2,2026-02-03 14:02:28,NONE,61.25925016403198,0.5333385672874906,0.4183824062347412,1.022202690565332,0,4.952548027038574,0,DETECTION
27,1,2026-02-03 14:02:30,TELEMETRY_LOSS,63.48598098754883,0.3038071417729735,12.968115329742432,0.6857716376689342,12.967737436294556,7.12224817276001,1,DETECTION
28,2,2026-02-03 14:02:30,NONE,63.49380683898926,0.5258730178413308,0.383380651473999,1.022202690565332,0,4.952548027038574,0,DETECTION
29,1,2026-02-03 14:02:32,TELEMETRY_LOSS,66.14979529380798,0.3038071417729735,15.63190245628357,0.6857716376689342,15.631551742553711,9.483332872390747,1,DETECTION
30,2,2026-02-03 14:02:33,NONE,66.23401618003845,0.5415946112170752,0.03718256950378418,1.022202690565332,0,4.952548027038574,0,DETECTION
31,1,2026-02-03 14:02:35,TELEMETRY_LOSS,68.23965334892273,0.3038071417729735,17.721460819244385,0.6857716376689342,17.721409797668457,12.147147178649902,1,DETECTION
32,2,2026-02-03 14:02:35,NONE,68.24425530433655,0.5450770948898026,0.332103967666626,1.022202690565332,0,4.952548027038574,0,DETECTION
33,1,2026-02-03 14:02:37,TELEMETRY_LOSS,70.65174388885498,0.3038071417729735,20.13464879989624,0.6857716376689342,20.133500337600708,14.237005233764648,1,DETECTION
34,2,2026-02-03 14:02:37,NONE,70.65506935119629,0.5226104642804442,0.3452606201171875,1.022202690565332,0,4.952548027038574,0,DETECTION
35,1,2026-02-03 14:02:39,TELEMETRY_LOSS,72.70636439323425,0.3038071417729735,22.18859553337097,0.6857716376689342,22.18812084197998,16.6490957736969,1,DETECTION
36,2,2026-02-03 14:02:39,NONE,72.82445669174194,0.6253975431226848,0.595726728439331,1.022202690565332,0,4.952548027038574,0,DETECTION
37,1,2026-02-03 14:02:41,TELEMETRY_LOSS,74.49509000778198,0.3038071417729735,23.97772192955017,0.6857716376689342,23.97684645652771,18.703716278076172,1,DETECTION
38,2,2026-02-03 14:02:41,PATH_DEVIATION,74.56259250640869,1.1037288802491336,0.5543313026428223,1.1037288802491336,0,4.952548027038574,1,DETECTION
39,2,2026-02-03 14:02:41,PATH_DEVIATION,74.56259250640869,1.1037288802491336,0.5543313026428223,1.1037288802491336,0,4.952548027038574,1,START
40,1,2026-02-03 14:02:43,TELEMETRY_LOSS,77.10253548622131,0.3038071417729735,26.584897994995117,0.6857716376689342,26.58429193496704,20.4924418926239,1,DETECTION
41,2,2026-02-03 14:02:44,PATH_DEVIATION,77.18749284744263,1.053013443471547,0.09718656539916992,1.1037288802491336,0,4.952548027038574,1,DETECTION
42,1,2026-02-03 14:02:45,TELEMETRY_LOSS,79.05049872398376,0.3038071417729735,28.532421112060547,0.6857716376689342,28.532255172729492,23.099887371063232,1,DETECTION
43,2,2026-02-03 14:02:46,NONE,79.17832779884338,0.9790763594006886,0.30175042152404785,1.1037288802491336,0,7.57744836807251,0,DETECTION
44,2,2026-02-03 14:02:46,NONE,79.17832779884338,0.9790763594006886,0.30175042152404785,1.1037288802491336,0,9.568283319473267,0,END
45,1,2026-02-03 14:02:48,TELEMETRY_LOSS,81.3637146949768,0.3038071417729735,30.845203399658203,0.6857716376689342,30.845471143722534,25.047850608825684,1,DETECTION
46,2,2026-02-03 14:02:48,PATH_DEVIATION,81.43528127670288,1.063940939452029,0.2518002986907959,1.1037288802491336,0,9.568283319473267,1,DETECTION
47,2,2026-02-03 14:02:48,PATH_DEVIATION,81.43528127670288,1.063940939452029,0.2518002986907959,1.1037288802491336,0,9.568283319473267,1,START
48,1,2026-02-03 14:02:50,TELEMETRY_LOSS,84.04081010818481,0.3038071417729735,33.52298617362976,0.6857716376689342,33.52256655693054,27.361066579818726,1,DETECTION
49,2,2026-02-03 14:02:50,PATH_DEVIATION,84.13275861740112,1.0698722188918786,0.5388104915618896,1.1037288802491336,0,9.568283319473267,1,DETECTION
